City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,76,0,16.11,clear sky
347,Novovarshavka,RU,54.1721,74.6946,38.93,50,57,5.7,broken clouds
348,Inuvik,CA,68.3499,-133.7218,30.15,88,100,4.54,overcast clouds
349,Dahanu,IN,19.9667,72.7333,84.94,54,0,8.12,clear sky
350,Nangong,CN,37.3581,115.3744,72.88,63,100,8.23,overcast clouds
351,Mapimi,MX,25.8167,-103.85,80.94,13,0,5.19,clear sky
352,Mbouda,CM,5.6258,10.2552,71.67,79,100,2.98,light rain
353,Buraydah,SA,26.326,43.975,69.3,69,96,30.82,light rain
354,Yar-Sale,RU,66.8333,70.8333,12.13,93,100,4.9,overcast clouds
355,Selje,NO,62.0459,5.351,57.97,78,70,4.5,broken clouds
356,Jilib,SO,0.4883,42.7854,83.39,67,69,10.0,broken clouds
357,Goundam,ML,16.4145,-3.6708,100.18,7,0,15.37,clear sky
358,Pafos,CY,34.7667,32.4167,75.24,78,0,8.05,clear sky
359,Tchollire,CM,8.4022,14.1698,95.29,32,90,3.38,overcast clouds
360,Poya,NC,-21.35,165.15,70.32,92,82,8.3,broken clouds
361,Sembe,CG,1.6481,14.5806,85.23,62,99,2.62,overcast clouds
362,Itarema,BR,-2.9248,-39.9167,83.93,68,51,7.38,broken clouds
363,Maltahohe,NA,-24.8333,16.9833,73.02,13,2,11.74,clear sky
364,Almaznyy,RU,48.0448,40.045,59.7,72,90,7.18,overcast clouds
365,Ambilobe,MG,-13.2,49.05,77.4,78,86,6.78,overcast clouds
366,Tanout,NE,14.9709,8.8879,104.83,7,59,5.5,broken clouds
367,Kaili,ID,-3.4626,120.2147,68.43,88,95,3.42,overcast clouds
368,Tabas,IR,33.5959,56.9244,85.84,13,92,11.68,overcast clouds
369,Waddan,LY,29.1614,16.139,86.27,7,2,4.5,clear sky
370,Saint Anthony,US,45.0205,-93.218,45.93,70,100,18.41,overcast clouds
371,Charters Towers,AU,-20.1,146.2667,70.66,85,99,17.4,overcast clouds
372,Beaumont,US,30.0861,-94.1019,82.44,65,75,13.8,broken clouds
373,Iquique,CL,-20.2208,-70.1431,70.45,67,4,9.04,clear sky
374,San Patricio,US,28.017,-97.5169,83.12,65,57,22.15,broken clouds
375,Saint-Pierre,RE,-21.3393,55.4781,74.88,74,20,20.71,few clouds
376,Portland,US,45.5234,-122.6762,55.29,74,41,3.0,scattered clouds
377,Khandyga,RU,62.6667,135.6,13.32,98,58,1.7,broken clouds
378,San Francisco,US,37.7749,-122.4194,59.83,85,40,8.01,scattered clouds
379,Wajir,KE,1.7471,40.0573,87.44,49,99,1.7,overcast clouds
380,Kvarkeno,RU,52.0833,59.725,49.08,33,10,7.0,clear sky
381,Iqaluit,CA,63.7506,-68.5145,20.7,85,100,8.01,overcast clouds
382,Sitka,US,57.0531,-135.33,42.71,92,98,4.07,overcast clouds
383,Salalah,OM,17.0151,54.0924,82.42,73,68,6.42,broken clouds
384,Vryburg,ZA,-26.9566,24.7284,69.75,40,84,11.07,broken clouds
385,Umba,RU,66.6871,34.3429,36.25,93,66,4.41,broken clouds
386,Lata,PT,40.1629,-8.3327,65.07,55,86,4.85,overcast clouds
387,Vilhena,BR,-12.7406,-60.1458,83.89,58,75,5.68,broken clouds
388,Oborniki,PL,52.6474,16.8141,59.41,67,100,13.87,overcast clouds
389,Kassala,SD,15.451,36.4,99.07,9,62,8.57,broken clouds
390,Maniitsoq,GL,65.4167,-52.9,28.81,94,99,6.93,overcast clouds
391,Hammerfest,NO,70.6634,23.6821,37.85,87,75,11.5,broken clouds
392,Sambava,MG,-14.2667,50.1667,77.47,85,80,11.9,light rain
393,Nokia,FI,61.4667,23.5,49.98,40,0,8.99,clear sky
394,Ketchikan,US,55.3422,-131.6461,43.36,94,100,5.66,light rain
395,Lorengau,PG,-2.0226,147.2712,80.42,83,59,5.75,broken clouds
396,Lerwick,GB,60.1545,-1.1494,48.2,80,96,16.46,overcast clouds
397,Aurora,US,39.7294,-104.8319,51.22,39,40,13.8,scattered clouds
398,Lejanias,CO,3.5251,-74.0216,72.57,93,100,1.59,light rain
399,Bonga,ET,7.2833,36.2333,63.16,95,100,0.56,overcast clouds
400,Timberlake,US,37.3207,-79.2575,84.15,50,0,10.36,clear sky
401,Kanigoro,ID,-8.13,112.219,74.34,94,100,2.82,light rain
402,Rocha,UY,-34.4833,-54.3333,75.49,31,0,12.91,clear sky
403,The Valley,AI,18.217,-63.0578,82.09,71,92,15.52,overcast clouds
404,Koungou,YT,-12.7336,45.2042,82.11,74,0,5.75,clear sky
405,Emerald,AU,-23.5333,148.1667,67.33,66,100,14.14,overcast clouds
406,Znamenskoye,RU,57.1281,73.8282,30.15,72,13,3.47,few clouds
407,Malpe,IN,13.35,74.7167,85.3,78,90,5.86,overcast clouds
408,Mareeba,AU,-17.0,145.4333,74.12,95,100,4.76,moderate rain
409,Merauke,ID,-8.4667,140.3333,79.25,84,93,4.23,overcast clouds
410,Arona,ES,28.0996,-16.681,63.72,62,75,4.61,broken clouds
411,Asyut,EG,27.181,31.1837,87.96,11,0,14.07,clear sky
412,Astorga,BR,-23.2325,-51.6656,76.87,70,2,11.07,clear sky
413,Ancud,CL,-41.8697,-73.8203,46.22,88,100,19.44,moderate rain
414,Katherine,AU,-14.4667,132.2667,75.52,64,75,4.61,broken clouds
415,Ambulu,ID,-8.345,113.6058,77.13,90,82,2.98,broken clouds
416,Seoul,KR,37.5683,126.9778,63.79,83,100,2.57,overcast clouds
417,Grootfontein,NA,-19.5667,18.1167,75.13,33,16,3.83,few clouds
418,Ginda,IN,30.6945,78.4932,61.05,32,93,7.76,overcast clouds
419,Bindura,ZW,-17.3019,31.3306,70.72,57,52,2.13,broken clouds
420,Muisne,EC,0.6,-80.0333,80.76,74,87,8.39,overcast clouds
421,Maarianhamina,AX,60.0973,19.9348,44.46,57,0,13.8,clear sky
422,Wasilla,US,61.5814,-149.4394,37.89,76,75,5.75,broken clouds
423,Nome,US,64.5011,-165.4064,34.16,92,100,3.67,light snow
424,Ambovombe,MG,-25.1667,46.0833,75.72,76,100,7.23,overcast clouds
425,Lieksa,FI,63.3167,30.0167,37.76,71,66,0.67,broken clouds
426,Biak,ID,-0.9131,122.8766,77.04,85,80,1.14,broken clouds
427,La Sarre,CA,48.8002,-79.1996,43.72,78,100,16.73,overcast clouds
428,Labuhan,ID,-6.8844,112.2051,79.59,84,100,2.66,overcast clouds
429,Vaitape,PF,-16.5167,-151.75,80.29,71,62,5.95,broken clouds
430,Severobaykalsk,RU,55.65,109.3167,21.97,85,77,3.85,broken clouds
431,Galle,LK,6.0367,80.217,81.79,78,26,1.3,scattered clouds
432,Mattru,SL,7.6244,-11.8332,87.67,65,100,4.45,moderate rain
433,Paamiut,GL,61.994,-49.6678,32.27,91,75,11.34,broken clouds
434,Te Anau,NZ,-45.4167,167.7167,47.5,83,65,1.3,broken clouds
435,Talnakh,RU,69.4865,88.3972,-4.63,100,55,1.5,broken clouds
436,Hervey Bay,AU,-25.2986,152.8535,68.02,84,58,11.01,light rain
437,Seydi,TM,39.4816,62.9137,78.85,26,0,10.0,clear sky
438,Nuuk,GL,64.1835,-51.7216,32.61,93,75,8.01,broken clouds
439,Bull Savanna,JM,17.8868,-77.5902,79.93,64,100,8.16,overcast clouds
440,Santa Isabel,BR,-23.3156,-46.2214,78.96,54,1,2.82,clear sky
441,Cerrito,CO,6.8432,-72.694,59.38,87,89,0.69,overcast clouds
442,Luderitz,NA,-26.6481,15.1594,66.38,40,0,29.42,clear sky
443,Manado,ID,1.487,124.8455,77.77,94,20,1.14,few clouds
444,Ozernovskiy,RU,51.5,156.5167,31.86,92,100,13.8,light snow
445,Kupang,ID,-10.1667,123.5833,77.04,80,12,7.4,few clouds
446,Luau,AO,-10.7073,22.2247,72.64,72,94,0.98,overcast clouds
447,Lagoa,PT,39.05,-27.9833,57.87,74,4,21.54,clear sky
448,Arrifes,PT,37.7667,-25.7,59.25,72,20,19.57,few clouds
449,Uribia,CO,11.7139,-72.266,88.3,48,17,18.19,few clouds
450,Anadyr,RU,64.75,177.4833,6.12,100,88,4.74,overcast clouds
451,Ugoofaaru,MV,5.6667,73.0,84.9,69,48,4.21,scattered clouds
452,Quanzhou,CN,24.9139,118.5858,74.95,83,36,3.29,scattered clouds
453,El Alto,PE,-4.2714,-81.2147,73.38,73,89,7.83,overcast clouds
454,Bima,ID,-8.4667,118.7167,75.92,94,28,4.23,scattered clouds
455,Puro,PH,12.4841,123.3827,80.02,83,100,12.66,overcast clouds
456,Madisonville,US,37.3281,-87.4989,77.95,66,97,17.13,overcast clouds
457,Hambantota,LK,6.1241,81.1185,82.74,94,40,3.44,thunderstorm
458,Portobelo,PA,9.55,-79.65,89.11,71,31,1.19,scattered clouds
459,Nanakuli,US,21.3906,-158.1547,74.61,83,100,0.0,overcast clouds
460,Eureka,US,40.8021,-124.1637,51.21,85,80,3.0,broken clouds
461,Matara,LK,5.9485,80.5353,79.63,86,16,1.12,few clouds
462,Codo,BR,-4.4553,-43.8856,79.48,79,96,2.24,overcast clouds
463,Cabatuan,PH,10.8794,122.486,78.4,82,96,8.77,overcast clouds
464,Byron Bay,AU,-28.65,153.6167,62.94,80,79,13.33,broken clouds
465,Carutapera,BR,-1.195,-46.02,76.26,88,100,1.68,overcast clouds
466,Lukiv,UA,51.0521,25.4006,58.17,82,98,4.59,overcast clouds
467,Fort Nelson,CA,58.8053,-122.7002,35.58,99,100,3.06,overcast clouds
468,Takoradi,GH,4.8845,-1.7554,85.84,73,91,12.15,light rain
469,Fatehpur,IN,25.9333,80.8,93.02,8,0,6.91,clear sky
470,Navahrudak,BY,53.6,25.8333,44.06,86,99,7.72,overcast clouds
471,Pochutla,MX,15.7432,-96.4661,89.82,47,0,5.73,clear sky
472,La Ronge,CA,55.1001,-105.2842,30.74,76,100,10.38,overcast clouds
473,Elk City,US,35.412,-99.4043,59.22,36,40,19.57,scattered clouds
474,Upata,VE,8.0086,-62.3989,90.99,40,96,6.55,overcast clouds
475,Castanos,MX,26.7833,-101.4167,79.34,58,0,4.0,clear sky
476,Mangan,IN,27.5167,88.5333,68.79,79,44,4.74,scattered clouds
477,Moose Jaw,CA,50.4001,-105.5344,39.45,48,100,18.41,overcast clouds
478,Redmond,US,47.674,-122.1215,54.68,73,71,3.0,broken clouds
479,Chongwe,ZM,-15.3292,28.682,70.41,70,83,4.85,broken clouds
480,Viedma,AR,-40.8135,-62.9967,68.43,35,100,17.11,overcast clouds
481,Novikovo,RU,51.1537,37.8879,55.76,80,86,6.96,overcast clouds
482,Kalianget,ID,-7.05,113.9333,82.18,80,26,6.8,scattered clouds
483,Itacare,BR,-14.2775,-38.9967,82.62,72,23,5.53,few clouds
484,Pasighat,IN,28.0667,95.3333,69.75,83,71,4.34,broken clouds
485,Preobrazheniye,RU,42.9019,133.9064,47.48,59,97,4.05,overcast clouds
486,Yelan-Koleno,RU,51.1523,41.2306,55.63,76,98,6.93,overcast clouds
487,Alekseyevka,RU,50.6309,38.6903,56.28,75,64,7.92,broken clouds
488,Banda Aceh,ID,5.5577,95.3222,81.48,80,19,6.58,few clouds
489,Fukue,JP,32.6881,128.8419,65.39,83,15,0.72,few clouds
490,Bulgan,MN,48.8125,103.5347,31.23,86,100,7.45,snow
491,Kita,ML,13.0349,-9.4895,104.95,8,11,7.02,few clouds
492,Azovskaya,RU,44.7908,38.6264,68.59,74,17,5.3,few clouds
493,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,70,75,9.22,broken clouds
494,Fort-Shevchenko,KZ,44.5086,50.263,58.06,66,0,11.07,clear sky
495,Esik,KZ,43.3552,77.4525,54.82,93,100,2.57,moderate rain
496,Shimoda,JP,34.6667,138.95,59.11,89,100,4.12,overcast clouds
497,Seymchan,RU,62.8833,152.4333,20.75,95,100,8.95,light snow
498,Bonavista,CA,48.6499,-53.1147,35.31,95,100,28.21,snow
499,Emporia,US,38.4039,-96.1817,56.52,40,20,15.48,few clouds
500,Anchorage,US,61.2181,-149.9003,41.2,82,100,0.76,overcast clouds
501,Gravelbourg,CA,49.8834,-106.5512,39.9,62,93,17.0,overcast clouds
502,Williston,US,48.147,-103.618,36.81,92,100,22.12,overcast clouds
503,Port Blair,IN,11.6667,92.75,83.71,69,3,5.1,clear sky
504,Son La,VN,21.3167,103.9,73.15,73,3,2.13,clear sky
505,Deep River,CA,46.1001,-77.4995,49.95,46,100,13.56,overcast clouds
506,Poco Verde,BR,-10.7083,-38.1833,91.83,35,27,11.59,light rain
507,Kanniyakumari,IN,8.0833,77.5667,83.73,78,2,7.23,clear sky
508,Boa Vista,BR,2.8197,-60.6733,82.38,74,75,10.36,broken clouds
509,Palu,ID,-0.8917,119.8707,76.78,95,100,1.81,overcast clouds
510,Jablah,SY,35.3614,35.9256,71.89,64,4,4.61,clear sky
511,Bathurst,AU,-33.4166,149.5806,50.83,95,89,2.33,overcast clouds
512,Hurghada,EG,27.2574,33.8129,82.44,24,0,10.36,clear sky
513,Shu,KZ,43.5983,73.7614,57.79,91,100,11.9,moderate rain
514,Outjo,NA,-20.1167,16.15,79.43,27,11,7.65,few clouds
515,Novichikha,RU,52.204,81.3877,31.42,52,0,4.63,clear sky
516,Maseru,LS,-29.3167,27.4833,55.63,89,78,3.65,moderate rain
517,Ust-Ilimsk,RU,58.0006,102.6619,16.99,93,57,4.61,broken clouds
518,Manono,CD,-7.3,27.4167,73.99,87,91,4.34,overcast clouds
519,Bonnyville,CA,54.2668,-110.735,42.12,72,67,9.75,broken clouds
520,Ossora,RU,59.2353,163.0719,29.73,97,100,18.48,snow
521,Menongue,AO,-14.6585,17.691,71.56,52,10,1.43,clear sky
522,Tranas,SE,58.0372,14.9782,45.39,39,88,8.95,overcast clouds
523,Luanda,AO,-8.8368,13.2343,86.0,62,20,10.36,few clouds
524,Pitimbu,BR,-7.4706,-34.8086,83.21,70,99,15.01,overcast clouds
525,Nalut,LY,30.3333,10.85,89.74,7,26,5.46,scattered clouds
526,Mecca,SA,21.4267,39.8261,88.07,45,9,13.71,clear sky
527,Tawau,MY,4.2498,117.8871,78.21,89,72,5.3,broken clouds
528,Manyana,BW,-23.4,21.7167,76.21,31,80,9.78,broken clouds
529,Olinda,BR,-8.0089,-34.8553,83.8,64,100,12.75,overcast clouds
530,Verkhniy Landekh,RU,56.8389,42.5994,54.95,58,97,4.94,overcast clouds
531,Totness,SR,5.8833,-56.3167,86.34,65,39,6.02,scattered clouds
532,Nishihara,JP,26.1842,127.7558,74.48,94,75,8.05,broken clouds
533,Finnsnes,NO,69.2296,17.9811,41.61,98,100,5.64,overcast clouds
534,Burgos,ES,42.3394,-3.7079,55.81,62,20,11.5,few clouds
535,Leningradskiy,RU,69.3833,178.4167,13.08,97,99,3.33,overcast clouds
536,Port Dickson,MY,2.5228,101.7959,77.22,81,61,5.23,broken clouds
537,Chateaubelair,VC,13.2833,-61.25,79.77,66,29,12.12,scattered clouds
538,Acheng,CN,45.5454,126.977,48.25,42,29,7.38,scattered clouds
539,Porec,HR,45.2258,13.5939,56.35,84,85,12.93,overcast clouds
540,Vanavara,RU,60.34,102.2797,26.74,96,99,7.02,overcast clouds
541,Talara,PE,-4.5772,-81.2719,75.06,73,70,12.01,broken clouds
542,Saint-Francois,FR,46.4154,3.9054,55.67,88,100,5.75,light rain
543,Masuguru,TZ,-11.3667,38.4167,75.83,93,100,2.33,light rain
544,Madera,US,37.1666,-119.8343,67.98,52,1,1.88,clear sky
545,Khash,IR,28.2211,61.2158,75.63,23,90,6.22,overcast clouds
546,Yinchuan,CN,38.4681,106.2731,69.39,12,59,6.29,broken clouds
547,Somerset East,ZA,-32.7217,25.588,53.53,79,86,12.19,light rain
548,Codajas,BR,-3.8367,-62.0569,88.57,60,100,4.94,overcast clouds
549,Usogorsk,RU,63.4106,48.6872,33.94,98,100,5.28,overcast clouds
550,Tevriz,RU,57.509,72.4042,30.43,78,11,4.18,few clouds
551,Ureki,GE,41.9956,41.7786,60.76,79,0,10.98,clear sky
552,Strezhevoy,RU,60.7333,77.5889,29.48,96,100,9.46,light snow
553,Along,IN,28.1667,94.7667,65.19,96,72,3.36,broken clouds
554,Trincomalee,LK,8.5711,81.2335,84.16,76,87,7.14,overcast clouds
555,Colares,PT,38.7992,-9.4469,67.44,67,20,13.0,few clouds
556,Kyzyl-Suu,KG,42.3414,78.0056,50.4,76,100,3.83,moderate rain
557,Kieta,PG,-6.2167,155.6333,78.57,82,84,1.45,light rain
558,Sorland,NO,67.667,12.6934,42.66,92,100,11.16,overcast clouds
559,Mount Isa,AU,-20.7333,139.5,65.97,100,75,8.05,broken clouds
560,Manacapuru,BR,-3.2997,-60.6206,85.89,68,90,4.14,overcast clouds
561,Tecoanapa,MX,16.5167,-98.75,84.61,58,1,7.4,clear sky
562,Valcourt,CA,45.5001,-72.3158,54.88,26,91,6.46,overcast clouds
563,Andenes,NO,69.3143,16.1194,40.98,87,75,13.8,broken clouds
564,Voznesenye,RU,61.0106,35.4781,36.84,85,62,7.47,broken clouds
565,Pangai,TO,-19.8,-174.35,78.57,67,91,5.86,overcast clouds
566,Moree,AU,-29.4667,149.85,60.08,63,82,10.96,broken clouds
567,Rangpur,BD,25.75,89.25,82.18,61,0,7.31,clear sky
568,Conceicao Da Barra,BR,-18.5933,-39.7322,87.93,57,7,8.16,clear sky
569,Mercedes,AR,-34.6515,-59.4307,75.04,29,3,17.92,clear sky
570,High Prairie,CA,55.4334,-116.4858,47.35,59,84,9.51,broken clouds
571,Cap Malheureux,MU,-19.9842,57.6142,76.46,72,97,3.0,overcast clouds
572,Chifeng,CN,42.2683,118.9636,56.32,36,23,4.99,few clouds
573,Goba,ET,7.0167,39.9833,53.82,92,94,1.99,moderate rain
574,Nhulunbuy,AU,-12.2333,136.7667,79.41,78,100,3.44,overcast clouds
575,Mana,GF,5.6592,-53.7767,85.05,67,67,8.08,broken clouds
576,Tual,ID,-5.6667,132.75,83.75,68,76,6.24,broken clouds
577,Fortuna,US,40.5982,-124.1573,50.94,88,100,1.01,overcast clouds
578,Norden,DE,53.6,7.2,57.94,76,3,18.72,clear sky
579,Lucapa,AO,-8.4192,20.7447,73.76,81,100,2.37,light rain
580,Camocim,BR,-2.9022,-40.8411,83.59,68,67,2.95,broken clouds
581,Luwuk,ID,-0.9516,122.7875,78.42,87,93,1.95,overcast clouds
582,Tabuk,PH,17.4189,121.4443,75.67,85,20,4.92,few clouds
583,Cam Ranh,VN,11.9214,109.1591,80.56,89,20,1.14,few clouds
584,Asau,RO,46.4333,26.4,67.95,52,71,4.16,broken clouds
585,Grants Pass,US,42.439,-123.3284,53.19,80,0,0.0,clear sky
586,Korla,CN,41.7597,86.1469,72.48,22,66,9.31,broken clouds
587,Asfi,MA,32.2994,-9.2372,63.61,65,12,17.69,few clouds
588,Ruteng,ID,-8.6136,120.4721,60.69,91,10,0.98,clear sky
589,Evensk,RU,61.95,159.2333,24.57,90,100,25.23,snow
590,Buala,SB,-8.145,159.5921,79.39,82,100,3.24,light rain
591,Burnie,AU,-41.0667,145.9167,52.95,93,31,5.79,scattered clouds
592,Huilong,CN,31.8111,121.655,59.29,98,97,11.39,overcast clouds
593,Camacha,PT,33.0833,-16.3333,65.62,52,20,14.97,few clouds
594,Manokwari,ID,-0.8667,134.0833,78.96,81,100,1.21,overcast clouds
595,Taltal,CL,-25.4,-70.4833,66.78,70,3,3.98,clear sky
596,Havre-Saint-Pierre,CA,50.2334,-63.5986,40.53,65,54,15.39,broken clouds
597,Clovis,US,36.8252,-119.7029,66.85,65,0,1.01,clear sky
598,Gamboma,CG,-1.8764,15.8644,80.42,73,93,2.04,overcast clouds
599,Maloy,NO,61.9353,5.1136,51.53,79,55,5.57,broken clouds
600,Bardiyah,LY,31.7561,25.0865,66.88,62,0,11.5,clear sky
601,Amahai,ID,-3.3333,128.9167,79.61,82,63,1.39,broken clouds
602,Wilmington,US,34.2257,-77.9447,79.93,59,0,5.75,clear sky
603,Okha,RU,53.5739,142.9478,28.44,94,100,12.08,light snow
604,West Plains,US,36.7281,-91.8524,69.82,90,75,13.8,broken clouds
605,Nova Esperanca,BR,4.438,-61.1151,82.27,63,81,5.14,broken clouds
606,Teguldet,RU,57.3064,88.1667,28.4,88,85,5.61,overcast clouds
607,Hirara,JP,24.8,125.2833,77.45,91,0,12.28,clear sky
608,Zunheboto,IN,25.9667,94.5167,61.61,83,41,3.4,scattered clouds
609,Roblin,CA,51.23,-101.3565,27.82,85,100,24.02,overcast clouds
610,Balkanabat,TM,39.5108,54.3671,77.77,24,90,8.23,overcast clouds
611,Rock Springs,US,41.5875,-109.2029,42.04,67,100,4.0,overcast clouds
612,Keetmanshoop,NA,-26.5833,18.1333,65.5,12,0,16.44,clear sky
613,Ixtapa,MX,20.7,-105.2,85.24,26,0,3.74,clear sky
614,Zadar,HR,44.1197,15.2422,66.81,55,20,12.66,few clouds
615,Izumo,JP,35.3667,132.7667,57.15,93,6,4.41,clear sky
616,Rosetta,EG,31.4044,30.4164,66.6,69,0,10.87,clear sky
617,Sorong,ID,-0.8833,131.25,81.99,81,90,10.31,overcast clouds
618,Sokoto,NG,13.0609,5.239,107.53,7,36,5.73,scattered clouds
619,Hobyo,SO,5.3505,48.5268,84.79,66,21,9.66,few clouds
620,Price,US,39.5994,-110.8107,47.12,39,0,0.0,clear sky
621,Puerto Leguizamo,CO,-0.1934,-74.7819,80.76,85,100,5.35,overcast clouds
622,Dalvik,IS,65.9702,-18.5286,46.72,76,87,3.38,overcast clouds
623,Inhambane,MZ,-23.865,35.3833,74.68,79,0,6.26,clear sky
624,Frontignan,FR,43.4485,3.754,68.14,64,77,15.08,broken clouds
625,Najran,SA,17.4924,44.1277,83.39,24,70,0.83,broken clouds
626,Dhidhdhoo,MV,6.8833,73.1,84.6,69,47,1.12,scattered clouds
627,Maumere,ID,-8.6199,122.2111,80.17,75,14,5.91,few clouds
628,Belyy Yar,RU,53.6039,91.3903,27.86,68,0,4.47,clear sky
629,Tazovskiy,RU,67.4667,78.7,-5.28,100,66,5.46,broken clouds
630,Hofn,IS,64.2539,-15.2082,50.02,71,20,12.66,few clouds
631,Atocha,BO,-20.9333,-66.2333,52.3,12,87,17.13,overcast clouds
632,Tambacounda,SN,13.7539,-13.7586,108.25,8,5,8.57,clear sky
633,Lavumisa,SZ,-27.31,31.892,74.37,83,45,6.38,light rain
634,Ambon,ID,-3.6954,128.1814,80.74,83,40,2.3,scattered clouds
635,Erenhot,CN,43.6475,111.9767,59.79,22,1,11.95,clear sky
636,Algiers,DZ,36.7525,3.042,64.22,59,20,10.36,few clouds
637,Tesistan,MX,20.7833,-103.4833,74.44,17,0,3.33,clear sky
638,Khuzdar,PK,27.7384,66.6434,83.16,14,99,10.69,overcast clouds
639,Chumikan,RU,54.7183,135.315,24.94,97,100,2.53,light snow
640,Praia,CV,14.9215,-23.5087,88.34,33,0,18.41,clear sky
641,Bloemfontein,ZA,-29.1211,26.214,58.41,79,98,6.6,light rain
642,Wabag,PG,-5.4781,143.7021,55.15,99,98,1.05,overcast clouds
643,Moerai,PF,-22.4333,-151.3333,77.54,73,62,19.19,broken clouds
644,Shajapur,IN,23.4333,76.2667,91.74,13,0,8.32,clear sky
645,Adre,TD,13.4667,22.2,98.78,10,82,8.23,broken clouds
646,Narbonne,FR,43.0833,2.8333,67.33,42,74,20.76,broken clouds
647,Nyurba,RU,63.2842,118.3319,17.51,97,100,3.31,overcast clouds
648,Vostok,RU,46.4856,135.8833,30.74,65,67,4.25,broken clouds
649,Sistranda,NO,63.7256,8.834,55.36,80,98,18.34,overcast clouds
650,Chichigalpa,NI,12.5776,-87.027,90.18,49,36,0.94,scattered clouds
651,Fairbanks,US,64.8378,-147.7164,37.24,75,0,0.0,clear sky
652,Praia Da Vitoria,PT,38.7333,-27.0667,59.18,72,12,21.99,light rain
653,Moses Lake,US,47.1301,-119.2781,48.88,66,0,3.44,clear sky
654,Artyom,AZ,40.4723,50.333,57.34,71,100,8.63,overcast clouds
655,Batagay-Alyta,RU,67.8006,130.4114,3.88,97,100,4.43,overcast clouds
656,Grand Island,US,40.925,-98.342,53.55,47,40,33.38,scattered clouds
657,Castelo Do Piaui,BR,-5.3222,-41.5525,84.83,64,48,4.16,scattered clouds
658,Namie,JP,37.4833,141.0,54.72,92,75,5.35,broken clouds
659,Amapa,BR,1.0,-52.0,83.17,68,79,5.37,broken clouds
660,Monte Alegre,BR,-2.0078,-54.0692,84.04,65,74,7.27,broken clouds
661,Luba,GQ,3.4568,8.5547,79.86,82,100,10.58,overcast clouds
662,Itamaraca,BR,-7.7478,-34.8256,84.51,63,100,12.75,overcast clouds
663,Santo Tomas,PH,14.1079,121.1414,82.65,89,70,4.81,broken clouds
664,Ibitinga,BR,-21.7578,-48.8289,86.74,40,1,4.18,clear sky
665,Baft,IR,29.234,56.6057,66.36,16,60,7.99,broken clouds
666,Gat,IL,31.61,34.7642,76.41,100,3,6.42,clear sky
667,Labuan,MY,5.2767,115.2417,83.17,73,100,0.87,overcast clouds
668,Havelock,US,34.8791,-76.9013,79.95,70,3,5.99,clear sky
669,Penaflor,CL,-33.6167,-70.9167,70.39,50,100,6.42,overcast clouds
670,Douentza,ML,14.9951,-2.9517,103.17,7,7,15.28,clear sky
671,Cristalina,BR,-16.7686,-47.6136,82.31,33,75,9.01,broken clouds
672,Port Hedland,AU,-20.3167,118.5667,71.65,83,0,8.05,clear sky
673,Dunedin,NZ,-45.8742,170.5036,54.81,68,100,15.01,overcast clouds
674,Berlevag,NO,70.8578,29.0864,37.4,91,100,9.78,overcast clouds
675,Rachitoasa,RO,46.4333,27.3667,68.18,59,79,9.15,broken clouds
676,Riosucio,CO,5.4216,-75.7032,67.78,84,85,1.1,overcast clouds
677,Parintins,BR,-2.6283,-56.7358,87.57,60,95,5.06,overcast clouds
678,El Tigre,VE,8.8875,-64.2454,91.17,35,13,9.82,few clouds
679,Diveyevo,RU,55.0433,43.2418,54.97,66,99,2.68,overcast clouds
680,Willowmore,ZA,-33.2926,23.4895,54.77,58,82,12.68,broken clouds
681,Cuiluan,CN,47.72,128.648,40.64,50,100,2.17,overcast clouds
682,Marzuq,YE,14.4,46.4667,75.78,51,6,12.15,clear sky
683,Awjilah,LY,29.1081,21.2869,90.37,12,1,5.84,clear sky
684,Axim,GH,4.8699,-2.2405,84.99,73,96,10.27,overcast clouds
685,Grindavik,IS,63.8424,-22.4338,45.07,81,100,8.05,overcast clouds
686,Tulsipur,NP,28.131,82.2973,76.77,12,0,6.51,clear sky
